# JMH 1.18 (released 15 days ago)
# VM version: JDK 1.8.0_121, VM 25.121-b13
# VM invoker: /usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java
# VM options: <none>
# Warmup: 20 iterations, 1 s each
# Measurement: 40 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: io.github.robertbachmann.scryptbenchmark.MyBenchmark.testMethod

# Run progress: 0.00% complete, ETA 03:00:00
# Fork: 1 of 20
# Warmup Iteration   1: ≈ 10⁻⁷ ms/op
# Warmup Iteration   2: ≈ 10⁻⁷ ms/op
# Warmup Iteration   3: ≈ 10⁻⁷ ms/op
# Warmup Iteration   4: ≈ 10⁻⁷ ms/op
# Warmup Iteration   5: ≈ 10⁻⁷ ms/op
# Warmup Iteration   6: ≈ 10⁻⁷ ms/op
# Warmup Iteration   7: ≈ 10⁻⁷ ms/op
# Warmup Iteration   8: ≈ 10⁻⁷ ms/op
# Warmup Iteration   9: ≈ 10⁻⁷ ms/op
# Warmup Iteration  10: ≈ 10⁻⁷ ms/op
# Warmup Iteration  11: ≈ 10⁻⁷ ms/op
# Warmup Iteration  12: ≈ 10⁻⁷ ms/op
# Warmup Iteration  13: ≈ 10⁻⁷ ms/op
# Warmup Iteration  14: ≈ 10⁻⁷ ms/op
# Warmup Iteration  15: ≈ 10⁻⁷ ms/op
# Warmup Iteration  16: ≈ 10⁻⁷ ms/op
# Warmup Iteration  17: ≈ 10⁻⁷ ms/op
# Warmup Iteration  18: ≈ 10⁻⁷ ms/op
# Warmup Iteration  19: ≈ 10⁻⁷ ms/op
# Warmup Iteration  20: ≈ 10⁻⁷ ms/op
# Warmup Iteration  12: 45.002 ms/op
# Warmup Iteration  13: 45.049 ms/op
# Warmup Iteration  14: 45.379 ms/op
# Warmup Iteration  15: 45.181 ms/op
# Warmup Iteration  16: 45.123 ms/op
# Warmup Iteration  17: 45.077 ms/op
# Warmup Iteration  18: 45.218 ms/op
# Warmup Iteration  19: 45.021 ms/op
# Warmup Iteration  20: 45.027 ms/op
Iteration   1: 45.061 ms/op
Iteration   2: 44.949 ms/op
Iteration   3: 46.262 ms/op
Iteration   4: 45.423 ms/op
Iteration   5: 45.096 ms/op
Iteration   6: 45.141 ms/op
Iteration   7: 46.511 ms/op
Iteration   8: 44.948 ms/op
Iteration   9: 44.837 ms/op
Iteration  10: 46.219 ms/op
Iteration  11: 44.857 ms/op
Iteration  12: 44.885 ms/op
Iteration  13: 45.172 ms/op
Iteration  14: 45.066 ms/op
Iteration  15: 44.980 ms/op
Iteration  16: 45.228 ms/op
Iteration  17: 45.066 ms/op
Iteration  18: 45.881 ms/op
Iteration  19: 44.930 ms/op
Iteration  20: 45.145 ms/op
Iteration  21: 45.125 ms/op
Iteration  22: 45.117 ms/op
Iteration  23: 45.237 ms/op
Iteration  24: 45.177 ms/op
Iteration  25: 45.000 ms/op
Iteration  26: 44.873 ms/op
Iteration  27: 45.423 ms/op
Iteration  28: 45.273 ms/op
Iteration  29: 45.192 ms/op
Iteration  30: 44.963 ms/op
Iteration  31: 45.168 ms/op
Iteration  32: 45.183 ms/op
Iteration  33: 45.159 ms/op
Iteration  34: 45.770 ms/op
Iteration  35: 45.059 ms/op
Iteration  36: 45.361 ms/op
Iteration  37: 45.363 ms/op
Iteration  38: 45.034 ms/op
Iteration  39: 46.222 ms/op
Iteration  40: 46.180 ms/op

# Run progress: 17.22% complete, ETA 02:31:10
# Fork: 12 of 20
# Warmup Iteration   1: 50.615 ms/op
# Warmup Iteration   2: 46.168 ms/op
# Warmup Iteration   3: 46.581 ms/op
# Warmup Iteration   4: 46.131 ms/op
# Warmup Iteration   5: 44.926 ms/op
# Warmup Iteration   6: 45.252 ms/op
# Warmup Iteration   7: 45.019 ms/op
# Warmup Iteration   8: 45.996 ms/op
# Warmup Iteration   9: 45.107 ms/op
# Warmup Iteration  10: 45.038 ms/op
# Warmup Iteration  11: 45.478 ms/op
# Warmup Iteration  12: 45.126 ms/op
# Warmup Iteration  13: 45.090 ms/op
# Warmup Iteration  14: 45.425 ms/op
# Warmup Iteration  15: 45.340 ms/op
# Warmup Iteration  16: 45.095 ms/op
# Warmup Iteration  17: 45.067 ms/op
# Warmup Iteration  18: 46.284 ms/op
# Warmup Iteration  19: 45.076 ms/op
# Warmup Iteration  20: 45.169 ms/op
Iteration   1: 45.173 ms/op
Iteration   2: 46.975 ms/op
Iteration   3: 45.086 ms/op
Iteration   4: 45.007 ms/op
Iteration   5: 46.013 ms/op
Iteration   6: 44.979 ms/op
Iteration   7: 45.539 ms/op
Iteration   8: 45.246 ms/op
Iteration   9: 45.090 ms/op
Iteration  10: 45.143 ms/op
Iteration  11: 45.128 ms/op
Iteration  12: 45.153 ms/op
Iteration  13: 45.081 ms/op
Iteration  14: 45.212 ms/op
Iteration  15: 45.349 ms/op
Iteration  16: 45.041 ms/op
Iteration  17: 45.074 ms/op
Iteration  18: 45.208 ms/op
Iteration  19: 45.391 ms/op
Iteration  20: 45.361 ms/op
Iteration  21: 45.399 ms/op
Iteration  22: 45.110 ms/op
Iteration  23: 45.179 ms/op
Iteration  24: 46.404 ms/op
Iteration  25: 44.905 ms/op
Iteration  26: 45.530 ms/op
Iteration  27: 45.137 ms/op
Iteration  28: 45.061 ms/op
Iteration  29: 45.133 ms/op
Iteration  30: 45.045 ms/op
Iteration  31: 45.241 ms/op
Iteration  32: 45.038 ms/op
Iteration  33: 45.471 ms/op
Iteration  34: 45.165 ms/op
Iteration  35: 45.563 ms/op
Iteration  36: 45.017 ms/op
Iteration  37: 45.261 ms/op
Iteration  38: 45.153 ms/op
Iteration  39: 45.991 ms/op
Iteration  40: 45.014 ms/op

# Run progress: 17.78% complete, ETA 02:30:14
# Fork: 13 of 20
# Warmup Iteration   1: 48.850 ms/op
# Warmup Iteration   2: 46.665 ms/op
# Warmup Iteration   3: 45.652 ms/op
# Warmup Iteration   4: 46.009 ms/op
# Warmup Iteration   5: 45.230 ms/op
# Warmup Iteration   6: 45.299 ms/op
# Warmup Iteration   7: 45.159 ms/op
# Warmup Iteration   8: 45.715 ms/op
# Warmup Iteration   9: 45.082 ms/op
# Warmup Iteration  10: 45.046 ms/op
# Warmup Iteration  11: 45.126 ms/op
# Warmup Iteration  12: 45.528 ms/op
# Warmup Iteration  13: 45.051 ms/op
# Warmup Iteration  14: 45.265 ms/op
# Warmup Iteration  15: 46.607 ms/op
# Warmup Iteration  16: 45.165 ms/op
# Warmup Iteration  17: 45.113 ms/op
# Warmup Iteration  18: 45.101 ms/op
# Warmup Iteration  19: 45.007 ms/op
# Warmup Iteration  20: 45.013 ms/op
Iteration   1: 45.221 ms/op
Iteration   2: 45.158 ms/op
Iteration   3: 45.245 ms/op
Iteration   4: 45.847 ms/op
Iteration   5: 45.613 ms/op
Iteration   6: 45.198 ms/op
Iteration   7: 45.371 ms/op
Iteration   8: 45.269 ms/op
Iteration   9: 45.102 ms/op
Iteration  10: 46.236 ms/op
Iteration  11: 45.120 ms/op
Iteration  12: 45.500 ms/op
Iteration  13: 45.384 ms/op
Iteration  14: 45.082 ms/op
Iteration  15: 45.105 ms/op
Iteration  16: 45.261 ms/op
Iteration  17: 45.077 ms/op
Iteration  18: 45.394 ms/op
Iteration  19: 45.046 ms/op
Iteration  20: 45.149 ms/op
Iteration  21: 45.139 ms/op
Iteration  22: 45.288 ms/op
Iteration  23: 45.370 ms/op
Iteration  24: 45.470 ms/op
Iteration  25: 46.635 ms/op
Iteration  26: 45.079 ms/op
Iteration  27: 45.182 ms/op
Iteration  28: 45.082 ms/op
Iteration  29: 45.197 ms/op
Iteration  30: 45.318 ms/op
Iteration  31: 45.231 ms/op
Iteration  32: 45.469 ms/op
Iteration  33: 45.237 ms/op
Iteration  34: 45.423 ms/op
Iteration  35: 45.563 ms/op
Iteration  36: 45.258 ms/op
Iteration  37: 45.385 ms/op
Iteration  38: 45.095 ms/op
Iteration  39: 45.282 ms/op
Iteration  40: 45.222 ms/op

# Run progress: 18.33% complete, ETA 02:29:19
# Fork: 14 of 20
# Warmup Iteration   1: 48.097 ms/op
# Warmup Iteration   2: 46.013 ms/op
# Warmup Iteration   3: 45.998 ms/op
# Warmup Iteration   4: 45.925 ms/op
# Warmup Iteration   5: 45.004 ms/op
# Warmup Iteration   6: 45.208 ms/op
# Warmup Iteration   7: 45.097 ms/op
# Warmup Iteration   8: 46.279 ms/op
# Warmup Iteration   9: 44.837 ms/op
# Warmup Iteration  10: 44.911 ms/op
# Warmup Iteration  11: 45.721 ms/op
# Warmup Iteration  12: 45.002 ms/op
# Warmup Iteration  13: 44.930 ms/op
# Warmup Iteration  14: 45.311 ms/op
# Warmup Iteration  15: 45.606 ms/op
# Warmup Iteration  16: 44.910 ms/op
# Warmup Iteration  17: 45.002 ms/op
# Warmup Iteration  18: 46.054 ms/op
# Warmup Iteration  19: 44.860 ms/op
# Warmup Iteration  20: 44.940 ms/op
Iteration   1: 44.979 ms/op
Iteration   2: 45.064 ms/op
Iteration   3: 44.949 ms/op
Iteration   4: 45.239 ms/op
Iteration   5: 45.091 ms/op
Iteration   6: 44.892 ms/op
Iteration   7: 45.304 ms/op
Iteration   8: 44.818 ms/op
Iteration   9: 45.285 ms/op
Iteration  10: 45.103 ms/op
Iteration  11: 45.037 ms/op
Iteration  12: 46.447 ms/op
Iteration  13: 45.025 ms/op
Iteration  14: 44.940 ms/op
Iteration  15: 45.118 ms/op
Iteration  16: 44.914 ms/op
Iteration  17: 45.655 ms/op
Iteration  18: 45.383 ms/op
Iteration  19: 45.328 ms/op
Iteration  20: 45.933 ms/op
Iteration  21: 44.930 ms/op
Iteration  22: 44.940 ms/op
Iteration  23: 46.020 ms/op
Iteration  24: 45.032 ms/op
Iteration  25: 45.155 ms/op
Iteration  26: 44.984 ms/op
Iteration  27: 45.163 ms/op
Iteration  28: 44.870 ms/op
Iteration  29: 45.352 ms/op
Iteration  30: 45.377 ms/op
Iteration  31: 46.282 ms/op
Iteration  32: 45.226 ms/op
Iteration  33: 45.262 ms/op
Iteration  34: 45.254 ms/op
Iteration  35: 45.865 ms/op
Iteration  36: 45.099 ms/op
Iteration  37: 45.510 ms/op
Iteration  38: 46.025 ms/op
Iteration  39: 45.270 ms/op
Iteration  40: 45.144 ms/op

# Run progress: 18.89% complete, ETA 02:28:23
# Fork: 15 of 20
# Warmup Iteration   1: 51.530 ms/op
# Warmup Iteration   2: 47.167 ms/op
# Warmup Iteration   3: 45.270 ms/op
# Warmup Iteration   4: 46.785 ms/op
# Warmup Iteration   5: 45.400 ms/op
# Warmup Iteration   6: 45.262 ms/op
# Warmup Iteration   7: 45.219 ms/op
# Warmup Iteration   8: 45.582 ms/op
# Warmup Iteration   9: 45.033 ms/op
# Warmup Iteration  10: 45.084 ms/op
# Warmup Iteration  11: 44.997 ms/op
# Warmup Iteration  12: 44.967 ms/op
# Warmup Iteration  13: 45.202 ms/op
# Warmup Iteration  14: 45.279 ms/op
# Warmup Iteration  15: 45.126 ms/op
# Warmup Iteration  16: 44.939 ms/op
# Warmup Iteration  17: 44.969 ms/op
# Warmup Iteration  18: 45.309 ms/op
# Warmup Iteration  19: 45.077 ms/op
# Warmup Iteration  20: 45.065 ms/op
Iteration   1: 46.752 ms/op
Iteration   2: 44.864 ms/op
Iteration   3: 45.136 ms/op
Iteration   4: 45.192 ms/op
Iteration   5: 45.424 ms/op
Iteration   6: 44.913 ms/op
Iteration   7: 44.881 ms/op
Iteration   8: 46.410 ms/op
Iteration   9: 44.999 ms/op
Iteration  10: 45.466 ms/op
Iteration  11: 45.517 ms/op
Iteration  12: 45.404 ms/op
Iteration  13: 45.197 ms/op
Iteration  14: 45.083 ms/op
Iteration  15: 44.814 ms/op
Iteration  16: 44.811 ms/op
Iteration  17: 44.999 ms/op
Iteration  18: 44.828 ms/op
Iteration  19: 44.790 ms/op
Iteration  20: 45.104 ms/op
Iteration  21: 45.063 ms/op
Iteration  22: 45.844 ms/op
Iteration  23: 44.897 ms/op
Iteration  24: 45.017 ms/op
Iteration  25: 45.144 ms/op
Iteration  26: 44.973 ms/op
Iteration  27: 45.147 ms/op
Iteration  28: 45.296 ms/op
Iteration  29: 45.016 ms/op
Iteration  30: 45.285 ms/op
Iteration  31: 45.554 ms/op
Iteration  32: 45.115 ms/op
Iteration  33: 44.986 ms/op
Iteration  34: 45.299 ms/op
Iteration  35: 45.379 ms/op
Iteration  36: 45.200 ms/op
Iteration  37: 45.622 ms/op
Iteration  38: 45.268 ms/op
Iteration  39: 46.294 ms/op
Iteration  40: 45.242 ms/op

# Run progress: 19.44% complete, ETA 02:27:27
# Fork: 16 of 20
# Warmup Iteration   1: 52.740 ms/op
# Warmup Iteration   2: 49.248 ms/op
# Warmup Iteration   3: 47.087 ms/op
# Warmup Iteration   4: 45.850 ms/op
# Warmup Iteration   5: 45.096 ms/op
# Warmup Iteration   6: 45.964 ms/op
# Warmup Iteration   7: 45.074 ms/op
# Warmup Iteration   8: 45.652 ms/op
# Warmup Iteration   9: 44.992 ms/op
# Warmup Iteration  10: 45.032 ms/op
# Warmup Iteration  11: 45.727 ms/op
# Warmup Iteration  12: 45.100 ms/op
# Warmup Iteration  13: 44.899 ms/op
# Warmup Iteration  14: 45.827 ms/op
# Warmup Iteration  15: 45.398 ms/op
# Warmup Iteration  16: 45.003 ms/op
# Warmup Iteration  17: 45.242 ms/op
# Warmup Iteration  18: 45.158 ms/op
# Warmup Iteration  19: 44.910 ms/op
# Warmup Iteration  20: 45.075 ms/op
Iteration   1: 44.792 ms/op
Iteration   2: 44.931 ms/op
Iteration   3: 44.898 ms/op
Iteration   4: 44.836 ms/op
Iteration   5: 45.223 ms/op
Iteration   6: 45.321 ms/op
Iteration   7: 45.213 ms/op
Iteration   8: 45.628 ms/op
Iteration   9: 44.930 ms/op
Iteration  10: 44.830 ms/op
Iteration  11: 44.873 ms/op
Iteration  12: 45.366 ms/op
Iteration  13: 44.815 ms/op
Iteration  14: 44.947 ms/op
Iteration  15: 45.212 ms/op
Iteration  16: 44.889 ms/op
Iteration  17: 45.005 ms/op
Iteration  18: 44.871 ms/op
Iteration  19: 45.079 ms/op
Iteration  20: 45.994 ms/op
Iteration  21: 44.804 ms/op
Iteration  22: 44.931 ms/op
Iteration  23: 45.623 ms/op
Iteration  24: 44.843 ms/op
Iteration  25: 45.043 ms/op
Iteration  26: 44.945 ms/op
Iteration  27: 44.858 ms/op
Iteration  28: 45.032 ms/op
Iteration  29: 44.807 ms/op
Iteration  30: 46.293 ms/op
Iteration  31: 45.062 ms/op
Iteration  32: 45.072 ms/op
Iteration  33: 45.061 ms/op
Iteration  34: 45.247 ms/op
Iteration  35: 45.185 ms/op
Iteration  36: 44.982 ms/op
Iteration  37: 45.333 ms/op
Iteration  38: 45.231 ms/op
Iteration  39: 45.049 ms/op
Iteration  40: 45.314 ms/op

# Run progress: 20.00% complete, ETA 02:26:30
# Fork: 17 of 20
# Warmup Iteration   1: 47.837 ms/op
# Warmup Iteration   2: 46.222 ms/op
# Warmup Iteration   3: 47.266 ms/op
# Warmup Iteration   4: 46.769 ms/op
# Warmup Iteration   5: 45.117 ms/op
# Warmup Iteration   6: 46.083 ms/op
# Warmup Iteration   7: 45.221 ms/op
# Warmup Iteration   8: 46.184 ms/op
# Warmup Iteration   9: 45.380 ms/op
# Warmup Iteration  10: 45.245 ms/op
# Warmup Iteration  11: 46.822 ms/op
# Warmup Iteration  12: 45.295 ms/op
# Warmup Iteration  13: 45.196 ms/op
# Warmup Iteration  14: 45.506 ms/op
# Warmup Iteration  15: 45.372 ms/op
# Warmup Iteration  16: 45.130 ms/op
# Warmup Iteration  17: 45.141 ms/op
# Warmup Iteration  18: 45.136 ms/op
# Warmup Iteration  19: 45.011 ms/op
# Warmup Iteration  20: 44.952 ms/op
Iteration   1: 45.002 ms/op
Iteration   2: 45.126 ms/op
Iteration   3: 45.313 ms/op
Iteration   4: 45.160 ms/op
Iteration   5: 45.395 ms/op
Iteration   6: 45.122 ms/op
Iteration   7: 45.434 ms/op
Iteration   8: 45.248 ms/op
Iteration   9: 45.526 ms/op
Iteration  10: 44.997 ms/op
Iteration  11: 45.288 ms/op
Iteration  12: 45.017 ms/op
Iteration  13: 45.026 ms/op
Iteration  14: 45.479 ms/op
Iteration  15: 45.393 ms/op
Iteration  16: 45.157 ms/op
Iteration  17: 45.084 ms/op
Iteration  18: 45.365 ms/op
Iteration  19: 45.112 ms/op
Iteration  20: 45.328 ms/op
Iteration  21: 45.032 ms/op
Iteration  22: 45.946 ms/op
Iteration  23: 44.997 ms/op
Iteration  24: 46.390 ms/op
Iteration  25: 45.129 ms/op
Iteration  26: 45.225 ms/op
Iteration  27: 45.415 ms/op
Iteration  28: 46.603 ms/op
Iteration  29: 45.225 ms/op
Iteration  30: 45.413 ms/op
Iteration  31: 45.237 ms/op
Iteration  32: 45.306 ms/op
Iteration  33: 45.005 ms/op
Iteration  34: 45.253 ms/op
Iteration  35: 44.985 ms/op
Iteration  36: 45.358 ms/op
Iteration  37: 45.114 ms/op
Iteration  38: 45.230 ms/op
Iteration  39: 45.573 ms/op
Iteration  40: 45.143 ms/op

# Run progress: 20.56% complete, ETA 02:25:34
# Fork: 18 of 20
# Warmup Iteration   1: 51.961 ms/op
# Warmup Iteration   2: 47.092 ms/op
# Warmup Iteration   3: 45.275 ms/op
# Warmup Iteration   4: 45.869 ms/op
# Warmup Iteration   5: 45.216 ms/op
# Warmup Iteration   6: 45.248 ms/op
# Warmup Iteration   7: 45.428 ms/op
# Warmup Iteration   8: 47.310 ms/op
# Warmup Iteration   9: 44.972 ms/op
# Warmup Iteration  10: 45.170 ms/op
# Warmup Iteration  11: 45.408 ms/op
# Warmup Iteration  12: 45.230 ms/op
# Warmup Iteration  13: 44.867 ms/op
# Warmup Iteration  14: 45.520 ms/op
# Warmup Iteration  15: 45.250 ms/op
# Warmup Iteration  16: 45.092 ms/op
# Warmup Iteration  17: 45.091 ms/op
# Warmup Iteration  18: 45.285 ms/op
# Warmup Iteration  19: 45.061 ms/op
# Warmup Iteration  20: 45.072 ms/op
Iteration   1: 45.619 ms/op
Iteration   2: 44.915 ms/op
Iteration   3: 44.924 ms/op
Iteration   4: 44.832 ms/op
Iteration   5: 45.037 ms/op
Iteration   6: 45.233 ms/op
Iteration   7: 44.945 ms/op
Iteration   8: 45.124 ms/op
Iteration   9: 45.036 ms/op
Iteration  10: 44.917 ms/op
Iteration  11: 45.007 ms/op
Iteration  12: 44.890 ms/op
Iteration  13: 45.159 ms/op
Iteration  14: 46.452 ms/op
Iteration  15: 45.188 ms/op
Iteration  16: 44.898 ms/op
Iteration  17: 45.192 ms/op
Iteration  18: 44.829 ms/op
Iteration  19: 44.858 ms/op
Iteration  20: 44.902 ms/op
Iteration  21: 44.969 ms/op
Iteration  22: 44.951 ms/op
Iteration  23: 44.833 ms/op
Iteration  24: 45.223 ms/op
Iteration  25: 46.798 ms/op
Iteration  26: 44.771 ms/op
Iteration  27: 44.871 ms/op
Iteration  28: 45.282 ms/op
Iteration  29: 45.317 ms/op
Iteration  30: 44.836 ms/op
Iteration  31: 44.906 ms/op
Iteration  32: 48.334 ms/op
Iteration  33: 45.021 ms/op
Iteration  34: 44.931 ms/op
Iteration  35: 45.043 ms/op
Iteration  36: 45.236 ms/op
Iteration  37: 45.207 ms/op
Iteration  38: 45.885 ms/op
Iteration  39: 45.335 ms/op
Iteration  40: 44.926 ms/op

# Run progress: 21.11% complete, ETA 02:24:37
# Fork: 19 of 20
# Warmup Iteration   1: 50.352 ms/op
# Warmup Iteration   2: 46.915 ms/op
# Warmup Iteration   3: 45.288 ms/op
# Warmup Iteration   4: 45.873 ms/op
# Warmup Iteration   5: 45.009 ms/op
# Warmup Iteration   6: 45.127 ms/op
# Warmup Iteration   7: 45.606 ms/op
# Warmup Iteration   8: 45.621 ms/op
# Warmup Iteration   9: 44.802 ms/op
# Warmup Iteration  10: 44.847 ms/op
# Warmup Iteration  11: 45.174 ms/op
# Warmup Iteration  12: 44.982 ms/op
# Warmup Iteration  13: 44.967 ms/op
# Warmup Iteration  14: 45.206 ms/op
# Warmup Iteration  15: 45.115 ms/op
# Warmup Iteration  16: 45.297 ms/op
# Warmup Iteration  17: 45.066 ms/op
# Warmup Iteration  18: 45.274 ms/op
# Warmup Iteration  19: 45.250 ms/op
# Warmup Iteration  20: 45.207 ms/op
Iteration   1: 45.071 ms/op
Iteration   2: 44.942 ms/op
Iteration   3: 45.322 ms/op
Iteration   4: 45.597 ms/op
Iteration   5: 44.809 ms/op
Iteration   6: 44.750 ms/op
Iteration   7: 44.965 ms/op
Iteration   8: 44.927 ms/op
Iteration   9: 45.013 ms/op
Iteration  10: 45.007 ms/op
Iteration  11: 45.253 ms/op
Iteration  12: 44.955 ms/op
Iteration  13: 45.064 ms/op
Iteration  14: 45.149 ms/op
Iteration  15: 45.380 ms/op
Iteration  16: 44.891 ms/op
Iteration  17: 45.365 ms/op
Iteration  18: 44.919 ms/op
Iteration  19: 44.872 ms/op
Iteration  20: 45.066 ms/op
Iteration  21: 44.868 ms/op
Iteration  22: 44.974 ms/op
Iteration  23: 45.140 ms/op
Iteration  24: 45.048 ms/op
Iteration  25: 44.975 ms/op
Iteration  26: 44.918 ms/op
Iteration  27: 45.035 ms/op
Iteration  28: 45.082 ms/op
Iteration  29: 46.314 ms/op
Iteration  30: 45.368 ms/op
Iteration  31: 47.799 ms/op
Iteration  32: 44.831 ms/op
Iteration  33: 45.256 ms/op
Iteration  34: 45.236 ms/op
Iteration  35: 44.959 ms/op
Iteration  36: 45.051 ms/op
Iteration  37: 45.457 ms/op
Iteration  38: 45.005 ms/op
Iteration  39: 45.182 ms/op
Iteration  40: 45.117 ms/op

# Run progress: 21.67% complete, ETA 02:23:40
# Fork: 20 of 20
# Warmup Iteration   1: 49.147 ms/op
# Warmup Iteration   2: 46.286 ms/op
# Warmup Iteration   3: 45.324 ms/op
# Warmup Iteration   4: 46.750 ms/op
# Warmup Iteration   5: 44.969 ms/op
# Warmup Iteration   6: 45.268 ms/op
# Warmup Iteration   7: 45.163 ms/op
# Warmup Iteration   8: 45.684 ms/op
# Warmup Iteration   9: 45.011 ms/op
# Warmup Iteration  10: 44.979 ms/op
# Warmup Iteration  11: 45.540 ms/op
# Warmup Iteration  12: 44.941 ms/op
# Warmup Iteration  13: 45.100 ms/op
# Warmup Iteration  14: 45.369 ms/op
# Warmup Iteration  15: 45.233 ms/op
# Warmup Iteration  16: 45.086 ms/op
# Warmup Iteration  17: 45.199 ms/op
# Warmup Iteration  18: 45.104 ms/op
# Warmup Iteration  19: 44.869 ms/op
# Warmup Iteration  20: 44.817 ms/op
Iteration   1: 45.129 ms/op
Iteration   2: 45.079 ms/op
Iteration   3: 45.100 ms/op
Iteration   4: 46.427 ms/op
Iteration   5: 44.960 ms/op
Iteration   6: 44.842 ms/op
Iteration   7: 45.030 ms/op
Iteration   8: 45.178 ms/op
Iteration   9: 44.963 ms/op
Iteration  10: 45.319 ms/op
Iteration  11: 45.118 ms/op
Iteration  12: 45.039 ms/op
Iteration  13: 45.234 ms/op
Iteration  14: 45.153 ms/op
Iteration  15: 45.092 ms/op
Iteration  16: 45.136 ms/op
Iteration  17: 44.940 ms/op
Iteration  18: 45.169 ms/op
Iteration  19: 45.051 ms/op
Iteration  20: 45.283 ms/op
Iteration  21: 45.300 ms/op
Iteration  22: 45.022 ms/op
Iteration  23: 45.301 ms/op
Iteration  24: 44.982 ms/op
Iteration  25: 45.296 ms/op
Iteration  26: 45.709 ms/op
Iteration  27: 45.212 ms/op
Iteration  28: 44.943 ms/op
Iteration  29: 45.301 ms/op
Iteration  30: 45.029 ms/op
Iteration  31: 46.031 ms/op
Iteration  32: 45.387 ms/op
Iteration  33: 45.263 ms/op
Iteration  34: 45.113 ms/op
Iteration  35: 45.155 ms/op
Iteration  36: 45.137 ms/op
Iteration  37: 45.730 ms/op
Iteration  38: 45.135 ms/op
Iteration  39: 45.149 ms/op
Iteration  40: 45.392 ms/op


Result "io.github.robertbachmann.scryptbenchmark.MyBenchmark.testScryptBouncyCastle":
  45.240 ±(99.9%) 0.050 ms/op [Average]
  (min, avg, max) = (44.740, 45.240, 48.334), stdev = 0.428
  CI (99.9%): [45.190, 45.290] (assumes normal distribution)


# JMH 1.18 (released 15 days ago)
# VM version: JDK 1.8.0_121, VM 25.121-b13
# VM invoker: /usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java
# VM options: <none>
# Warmup: 20 iterations, 1 s each
# Measurement: 40 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: io.github.robertbachmann.scryptbenchmark.MyBenchmark.testScryptBouncyCastle1

# Run progress: 22.22% complete, ETA 02:22:42
# Fork: 1 of 20
# Warmup Iteration   1: 50.609 ms/op
# Warmup Iteration   2: 46.661 ms/op
# Warmup Iteration   3: 45.200 ms/op
# Warmup Iteration   4: 46.015 ms/op
# Warmup Iteration   5: 45.175 ms/op
# Warmup Iteration   6: 45.525 ms/op
# Warmup Iteration   7: 45.407 ms/op
# Warmup Iteration   8: 46.501 ms/op
# Warmup Iteration   9: 44.925 ms/op
# Warmup Iteration  10: 44.889 ms/op
# Warmup Iteration  11: 46.610 ms/op
# Warmup Iteration  12: 44.917 ms/op
# Warmup Iteration  13: 44.865 ms/op
# Warmup Iteration  14: 45.251 ms/op
# Warmup Iteration  15: 45.420 ms/op
# Warmup Iteration  16: 45.157 ms/op
# Warmup Iteration  17: 44.919 ms/op
# Warmup Iteration  18: 45.386 ms/op
# Warmup Iteration  19: 45.020 ms/op
# Warmup Iteration  20: 44.959 ms/op
Iteration   1: 45.205 ms/op
Iteration   2: 45.067 ms/op
Iteration   3: 44.901 ms/op
Iteration   4: 45.100 ms/op
Iteration   5: 46.092 ms/op
Iteration   6: 45.168 ms/op
Iteration   7: 45.077 ms/op
Iteration   8: 44.979 ms/op
Iteration   9: 44.868 ms/op
Iteration  10: 45.266 ms/op
Iteration  11: 47.780 ms/op
Iteration  12: 45.044 ms/op
Iteration  13: 44.951 ms/op
Iteration  14: 44.994 ms/op
Iteration  15: 44.987 ms/op
Iteration  16: 45.029 ms/op
Iteration  17: 45.084 ms/op
Iteration  18: 45.257 ms/op
Iteration  19: 46.070 ms/op
Iteration  20: 44.814 ms/op
Iteration  21: 45.157 ms/op
Iteration  22: 44.888 ms/op
Iteration  23: 45.058 ms/op
Iteration  24: 45.768 ms/op
Iteration  25: 44.904 ms/op
Iteration  26: 45.134 ms/op
Iteration  27: 45.316 ms/op
Iteration  28: 45.350 ms/op
Iteration  29: 44.900 ms/op
Iteration  30: 45.227 ms/op
Iteration  31: 45.820 ms/op
Iteration  32: 45.078 ms/op
Iteration  33: 45.034 ms/op
Iteration  34: 46.393 ms/op
Iteration  35: 44.970 ms/op
Iteration  36: 45.642 ms/op
Iteration  37: 45.198 ms/op
Iteration  38: 45.339 ms/op
Iteration  39: 45.033 ms/op
Iteration  40: 46.159 ms/op

# Run progress: 22.78% complete, ETA 02:21:44
# Fork: 2 of 20
# Warmup Iteration   1: 49.414 ms/op
# Warmup Iteration   2: 45.999 ms/op
# Warmup Iteration   3: 46.548 ms/op
# Warmup Iteration   4: 46.720 ms/op
# Warmup Iteration   5: 45.167 ms/op
# Warmup Iteration   6: 46.430 ms/op
# Warmup Iteration   7: 45.169 ms/op
# Warmup Iteration   8: 45.727 ms/op
# Warmup Iteration   9: 45.094 ms/op
# Warmup Iteration  10: 45.051 ms/op
# Warmup Iteration  11: 45.351 ms/op
# Warmup Iteration  12: 45.102 ms/op
